Model Number,Name,Model,Color,Manufacturing Company,Additional Features,Mileage,Engine CC,Price,Reviews
GTG6WYSS,Tacoma,2016,Gray,Audi,Sunroof; Backup Camera; Leather Seats; Premium Sound System; Blind Spot Monitoring; Adaptive Cruise Control,24.0,4574.3,56644.64,3.5
P9AKY590,Tundra,2015,Blue,Rolls-Royce,Leather Seats,22.9,4617.4,54636.63,4.9
27HHK6FY,Ranger,2010,Blue,Audi,Leather Seats; Backup Camera; Adaptive Cruise Control; Lane Departure Warning,18.6,4444.9,39431.05,4.4
49MS1KY0,Touareg,2019,Blue,Rolls-Royce,Leather Seats; Navigation System,18.7,2547.4,75228.19,3.3
2TQ3BE3F,Ram 1500,2015,Green,BMW,Leather Seats,27.1,1846.8,50138.68,3.8
009IDU0U,A6,2014,Yellow,Chevrolet,Lane Departure Warning; Sunroof; Bluetooth,15.9,2732.5,39519.91,3.5
4EFGAD3X,Legacy,2013,Gray,Audi,Bluetooth; Navigation System; Blind Spot Monitoring; Adaptive Cruise Control; Lane Departure Warning; Sunroof; Backup Camera; Premium Sound System; Leather Seats,10.2,3803.2,68038.54,3.2
TZF8935U,Q7,2016,Blue,BMW,Blind Spot Monitoring; Backup Camera; Premium Sound System; Sunroof; Adaptive Cruise Control; Lane Departure Warning; Navigation System,23.9,1720.3,58347.38,3.8
HSMI91EA,Avalon,2014,Red,Suzuki,Leather Seats; Blind Spot Monitoring; Lane Departure Warning; Premium Sound System; Adaptive Cruise Control; Backup Camera,16.6,2981.3,34091.69,4.4
VJNXROEC,4Runner,2014,White,Audi,Leather Seats; Sunroof; Navigation System; Premium Sound System; Blind Spot Monitoring; Bluetooth; Adaptive Cruise Control; Lane Departure Warning,11.2,1920.9,67612.86,4.2
C3N860XM,A6,2011,Orange,Rolls-Royce,Blind Spot Monitoring; Lane Departure Warning; Navigation System; Leather Seats; Premium Sound System; Adaptive Cruise Control; Bluetooth,12.6,1488.5,60536.18,3.4
B098W60R,GLC,2018,Orange,Chevrolet,Sunroof,21.3,2172.4,42412.08,3.5
4MDWWNL7,Prius,2015,Yellow,BMW,Blind Spot Monitoring,13.0,2124.4,50276.93,3.3
U8VB7054,Compass,2012,Blue,Rolls-Royce,Lane Departure Warning; Blind Spot Monitoring,19.6,3591.4,43080.0,4.2
F1NUIINO,HR-V,2013,Orange,Chevrolet,Backup Camera,12.2,3991.4,65178.94,3.9
568UUKMW,Corolla,2021,Gray,Mitsubishi,Backup Camera; Adaptive Cruise Control; Bluetooth; Lane Departure Warning; Navigation System; Leather Seats; Blind Spot Monitoring,26.5,4100.4,35830.27,4.8
TF6C7WIS,3 Series,2010,Orange,Rolls-Royce,Lane Departure Warning; Navigation System; Sunroof; Backup Camera; Bluetooth,29.0,3906.0,41829.6,4.0
ID96F789,Maxima,2021,Yellow,Chevrolet,Sunroof; Adaptive Cruise Control; Leather Seats; Premium Sound System; Blind Spot Monitoring; Backup Camera; Navigation System; Lane Departure Warning; Bluetooth,27.7,4113.4,32885.07,4.5
HOOSSZ0I,C-Class,2022,Orange,Audi,Premium Sound System; Blind Spot Monitoring; Backup Camera; Sunroof,24.3,4293.8,71208.91,4.9
WHF2GBTY,Expedition,2011,Silver,Mitsubishi,Backup Camera; Navigation System; Adaptive Cruise Control; Bluetooth; Premium Sound System; Blind Spot Monitoring,16.8,3169.8,29989.07,4.8
2OLMWDUN,Optima,2021,Black,BMW,Bluetooth; Backup Camera; Premium Sound System; Adaptive Cruise Control; Lane Departure Warning; Blind Spot Monitoring; Navigation System,29.1,3194.7,31923.62,4.4
MH1XQT9H,4Runner,2015,White,Mitsubishi,Adaptive Cruise Control; Blind Spot Monitoring; Lane Departure Warning; Backup Camera; Leather Seats; Navigation System; Sunroof; Premium Sound System; Bluetooth,21.9,3268.1,22255.23,3.6
CC1AK3AF,Ranger,2020,Red,Mitsubishi,Blind Spot Monitoring; Leather Seats; Lane Departure Warning; Backup Camera; Sunroof; Bluetooth,10.3,4682.4,74693.46,3.1
S7BU56FB,Civic,2015,Yellow,Audi,Premium Sound System; Backup Camera; Bluetooth; Navigation System; Blind Spot Monitoring; Sunroof; Lane Departure Warning; Adaptive Cruise Control,26.5,3433.0,54688.61,4.2
KVL0N5UJ,Camry,2014,Black,Chevrolet,Navigation System,14.8,4879.1,34320.27,4.0
S9BH6ZIW,Pilot,2013,Green,Audi,Premium Sound System; Leather Seats; Sunroof,19.1,2314.2,20028.59,3.0
BBRIWP3G,Golf,2017,Silver,Rolls-Royce,Backup Camera; Adaptive Cruise Control; Blind Spot Monitoring; Sunroof; Bluetooth; Lane Departure Warning; Leather Seats; Navigation System,18.4,3315.4,28214.36,4.8
E1NU9Q23,Murano,2018,Silver,Rolls-Royce,Adaptive Cruise Control; Lane Departure Warning; Backup Camera; Bluetooth; Blind Spot Monitoring; Sunroof; Premium Sound System,19.0,4879.8,51847.99,4.6
O6SZYC9L,Corolla,2016,Green,BMW,Sunroof; Blind Spot Monitoring; Premium Sound System; Bluetooth; Navigation System; Adaptive Cruise Control; Backup Camera; Lane Departure Warning; Leather Seats,11.7,1428.3,26616.41,3.8
E1RHF3AH,WRX,2011,Red,Mitsubishi,Bluetooth; Leather Seats; Backup Camera; Blind Spot Monitoring; Navigation System; Premium Sound System,20.2,2393.6,54580.92,4.2
0RPC7RE8,HR-V,2010,Gray,Rolls-Royce,Premium Sound System; Lane Departure Warning; Navigation System; Blind Spot Monitoring; Backup Camera,29.5,2041.1,31555.64,4.0
K8I1S2R6,Tundra,2021,Red,Suzuki,Bluetooth; Leather Seats; Navigation System; Sunroof; Premium Sound System; Lane Departure Warning; Adaptive Cruise Control; Backup Camera; Blind Spot Monitoring,22.9,2090.1,23573.45,4.8
QKZTQK7Q,Cherokee,2011,Black,Suzuki,Blind Spot Monitoring; Backup Camera; Leather Seats; Bluetooth; Adaptive Cruise Control; Premium Sound System; Sunroof,12.4,1366.8,46791.96,4.6
TXMR6CHN,Focus,2014,Orange,BMW,Bluetooth; Blind Spot Monitoring,18.7,2269.9,57217.56,3.3
X0TVPV8R,Tacoma,2011,Red,Audi,Navigation System; Adaptive Cruise Control,12.1,1976.8,35500.06,4.4
R6RZA574,Ascent,2019,Orange,Suzuki,Lane Departure Warning; Premium Sound System; Sunroof; Bluetooth,17.2,4551.3,25536.83,4.6
IFG1U3WL,Fortuner,2017,Silver,BMW,Adaptive Cruise Control; Backup Camera; Sunroof; Lane Departure Warning; Premium Sound System; Leather Seats; Navigation System; Bluetooth,23.7,1726.8,52698.17,3.0
9MGVHOHM,Rogue,2014,Silver,Audi,Bluetooth,12.4,4802.3,34046.89,4.4
OCA3J69G,4Runner,2012,Black,Chevrolet,Navigation System; Backup Camera,16.8,2132.2,78913.72,3.8
ARPA7LHX,Cherokee,2010,Silver,Audi,Leather Seats; Premium Sound System; Blind Spot Monitoring; Bluetooth,14.5,1693.5,59581.02,4.5
R7D3Z26D,Edge,2014,Black,Suzuki,Navigation System; Leather Seats; Premium Sound System; Bluetooth,16.8,3181.1,26179.02,3.2
ZOZ1Q85U,Sportage,2022,Orange,Mitsubishi,Bluetooth; Premium Sound System; Sunroof; Leather Seats; Adaptive Cruise Control; Navigation System,13.3,4428.0,60249.17,4.2
ZAORMCUT,Sienna,2014,White,BMW,Bluetooth; Backup Camera; Premium Sound System; Navigation System; Blind Spot Monitoring; Leather Seats; Adaptive Cruise Control,11.3,3552.8,29460.41,3.5
ZNAUI6W1,Pilot,2018,Gray,Audi,Blind Spot Monitoring; Leather Seats; Adaptive Cruise Control; Bluetooth; Navigation System; Backup Camera,11.7,3034.4,27631.2,3.6
A6HKALDO,Silverado,2014,Green,BMW,Adaptive Cruise Control; Bluetooth; Blind Spot Monitoring; Premium Sound System; Leather Seats; Sunroof; Lane Departure Warning,24.3,2297.6,29935.88,3.3
DVV3EPTR,Tiguan,2019,White,Chevrolet,Adaptive Cruise Control; Sunroof; Navigation System; Lane Departure Warning; Bluetooth,18.6,3800.6,42289.08,3.5
VSOGYAN7,4Runner,2010,Blue,Audi,Adaptive Cruise Control; Sunroof; Blind Spot Monitoring; Lane Departure Warning; Premium Sound System; Bluetooth; Navigation System,24.5,1387.9,33882.07,4.1
RS10VA7J,CR-V,2010,Orange,Chevrolet,Backup Camera; Bluetooth; Blind Spot Monitoring; Sunroof; Lane Departure Warning; Navigation System; Leather Seats; Adaptive Cruise Control; Premium Sound System,11.9,1925.0,45916.39,4.4
60RNVEKS,Rogue,2013,Yellow,Rolls-Royce,Blind Spot Monitoring; Adaptive Cruise Control; Leather Seats; Lane Departure Warning; Premium Sound System; Navigation System; Sunroof,12.8,1784.4,21584.76,4.3
EQKN4TPW,Crosstrek,2012,Silver,Rolls-Royce,Lane Departure Warning; Bluetooth; Adaptive Cruise Control; Navigation System,19.9,3775.1,64177.19,4.1
GWCNDM38,Civic,2017,White,Suzuki,Premium Sound System,23.8,3432.8,79146.65,4.9
VQ7JROB3,F-150,2018,Black,Suzuki,Backup Camera; Blind Spot Monitoring; Navigation System,14.9,3442.4,56700.5,3.2
0RCVWYHK,Crosstrek,2010,Blue,Rolls-Royce,Premium Sound System; Sunroof,14.7,4353.7,64377.37,4.2
WY9PUK7N,5 Series,2017,Black,Chevrolet,Adaptive Cruise Control; Backup Camera; Navigation System; Bluetooth,24.4,4076.9,47709.36,4.7
A7RR8A8Z,Compass,2018,Green,Suzuki,Navigation System; Premium Sound System; Sunroof; Backup Camera; Bluetooth; Blind Spot Monitoring; Adaptive Cruise Control; Leather Seats,15.0,4959.8,44460.05,5.0
JNSU2LVM,Sienna,2018,Blue,BMW,Navigation System; Adaptive Cruise Control,24.1,3339.7,24543.21,5.0
JRATABMT,Tacoma,2017,Red,Suzuki,Bluetooth; Adaptive Cruise Control; Navigation System; Blind Spot Monitoring; Sunroof; Premium Sound System; Backup Camera; Lane Departure Warning,14.8,2728.4,39577.19,3.4
4XCOFZFC,Ridgeline,2010,Red,Chevrolet,Leather Seats; Bluetooth; Navigation System; Premium Sound System; Lane Departure Warning,29.9,2177.3,20368.7,4.0
V1FONVHJ,Ascent,2022,Red,Audi,Backup Camera; Blind Spot Monitoring; Navigation System; Sunroof; Premium Sound System,27.7,3615.5,49666.06,4.4
O07HFO6V,Wrangler,2011,Yellow,BMW,Navigation System; Sunroof; Bluetooth; Adaptive Cruise Control,17.6,3823.9,56566.3,3.2
C2JYXIXK,Land Cruiser,2019,Blue,Chevrolet,Backup Camera; Blind Spot Monitoring; Bluetooth; Adaptive Cruise Control; Navigation System; Premium Sound System,18.6,4681.6,35861.9,4.9
565JIT4P,Tundra,2021,Gray,BMW,Lane Departure Warning; Blind Spot Monitoring,18.0,1961.8,64483.88,4.2
CQI0PHTC,Sportage,2022,Yellow,Suzuki,Sunroof; Navigation System; Adaptive Cruise Control; Blind Spot Monitoring; Leather Seats; Premium Sound System; Lane Departure Warning; Bluetooth,16.6,2420.9,77197.88,3.0
AF84DYJP,Prius,2021,Red,BMW,Navigation System; Premium Sound System; Blind Spot Monitoring; Leather Seats; Lane Departure Warning; Backup Camera; Adaptive Cruise Control; Bluetooth; Sunroof,19.2,1140.7,66382.79,4.6
ITWYSSO8,Rav4,2022,Orange,BMW,Lane Departure Warning; Bluetooth; Adaptive Cruise Control; Premium Sound System; Navigation System; Backup Camera; Leather Seats,25.4,4947.0,28756.14,4.1
RTM795OO,X5,2014,Black,BMW,Bluetooth,17.0,4452.4,57332.84,5.0
Z7WKHL03,Rogue,2017,Silver,Chevrolet,Blind Spot Monitoring; Lane Departure Warning; Leather Seats; Bluetooth; Backup Camera; Sunroof; Navigation System; Premium Sound System,29.0,1809.6,22494.59,4.4
OEPRV90L,Ram 2500,2021,Silver,Audi,Lane Departure Warning; Leather Seats; Blind Spot Monitoring; Backup Camera; Navigation System; Premium Sound System; Adaptive Cruise Control,15.5,3491.7,57054.18,5.0
VZ1O16EG,CR-V,2016,Red,Chevrolet,Backup Camera; Adaptive Cruise Control; Lane Departure Warning,19.6,3732.7,44479.16,4.1
K1VTXU37,RAV4,2011,Gray,Audi,Bluetooth; Adaptive Cruise Control; Premium Sound System; Leather Seats; Backup Camera,13.5,1228.6,52703.58,4.2
M8374UMR,Rogue,2010,Red,Mitsubishi,Lane Departure Warning; Bluetooth; Navigation System; Leather Seats; Adaptive Cruise Control; Premium Sound System; Backup Camera; Sunroof; Blind Spot Monitoring,14.3,2926.8,76951.84,3.6
EUZRFAGC,86,2010,Gray,Chevrolet,Bluetooth,24.5,1139.9,41326.7,4.0
KQMTIO9W,Escape,2021,Red,Rolls-Royce,Lane Departure Warning; Blind Spot Monitoring; Backup Camera; Premium Sound System; Navigation System,11.1,4240.0,45388.56,3.6
3QZMSJ4M,Pacifica,2022,Silver,Rolls-Royce,Blind Spot Monitoring; Bluetooth; Leather Seats; Adaptive Cruise Control,16.1,3090.5,25953.13,4.1
BK61L7HH,Pilot,2012,White,Mitsubishi,Blind Spot Monitoring; Premium Sound System; Leather Seats; Navigation System; Bluetooth; Backup Camera,23.0,4785.4,29691.53,4.3
5BA1K670,CX-5,2010,White,Chevrolet,Premium Sound System; Adaptive Cruise Control; Navigation System; Backup Camera; Blind Spot Monitoring; Leather Seats; Bluetooth; Sunroof; Lane Departure Warning,10.2,2218.0,22022.85,4.0
LU1XHGNV,Tiguan,2020,Blue,Suzuki,Blind Spot Monitoring; Lane Departure Warning; Navigation System; Backup Camera; Leather Seats,14.4,3666.1,73603.03,3.1
4S3W8TAJ,Ascent,2014,Orange,Suzuki,Backup Camera; Bluetooth; Adaptive Cruise Control; Blind Spot Monitoring; Lane Departure Warning; Sunroof; Navigation System,21.3,2598.2,62531.08,3.4
WFKWG9N7,Crosstrek,2012,Red,Mitsubishi,Adaptive Cruise Control; Navigation System; Backup Camera,20.8,2690.1,25493.52,4.2
N202UR0S,Camry,2013,Orange,BMW,Premium Sound System; Leather Seats,26.0,1298.7,52646.63,3.5
RYRSIWVW,Outback,2016,Green,Suzuki,Leather Seats; Premium Sound System; Adaptive Cruise Control; Backup Camera; Blind Spot Monitoring; Sunroof; Lane Departure Warning; Bluetooth,19.0,2245.0,66924.89,3.1
ZLHFWJZ9,Renegade,2011,Gray,Mitsubishi,Navigation System; Premium Sound System; Bluetooth,24.5,2590.7,22977.82,4.2
A52ME4ER,Cherokee,2016,Yellow,BMW,Leather Seats; Sunroof; Backup Camera; Bluetooth; Premium Sound System; Navigation System; Lane Departure Warning; Adaptive Cruise Control,26.5,2172.6,39645.52,3.3
3CFTER52,Tundra,2018,Orange,Audi,Leather Seats; Sunroof; Adaptive Cruise Control,21.5,3112.3,35386.95,4.7
PWBB42W5,Grand Caravan,2020,Yellow,Chevrolet,Adaptive Cruise Control; Backup Camera; Blind Spot Monitoring; Premium Sound System; Lane Departure Warning; Sunroof; Bluetooth; Leather Seats,12.5,3005.8,63191.48,4.5
DV8L5ZIY,F-350,2016,Orange,Rolls-Royce,Adaptive Cruise Control; Backup Camera; Lane Departure Warning,16.0,4962.6,76897.47,3.7
1KLSWLNM,Impreza,2016,Yellow,BMW,Bluetooth; Sunroof; Lane Departure Warning; Adaptive Cruise Control,19.2,2670.4,33986.03,3.8
NCSOW3Q8,Focus,2016,Orange,Chevrolet,Leather Seats; Backup Camera; Blind Spot Monitoring,15.8,4249.9,55587.94,3.3
W88TDWOS,Ridgeline,2014,Silver,Rolls-Royce,Navigation System,29.0,3066.2,72909.24,3.3
U5PFA807,Focus,2017,Black,BMW,Blind Spot Monitoring,29.9,2870.8,72090.55,4.2
HSZDDLEQ,Golf,2020,White,Suzuki,Premium Sound System; Navigation System; Backup Camera; Lane Departure Warning; Sunroof; Blind Spot Monitoring; Leather Seats; Bluetooth; Adaptive Cruise Control,23.2,4821.3,40655.54,4.8
IYI98CHY,Ram 2500,2017,Red,Suzuki,Blind Spot Monitoring; Bluetooth; Leather Seats; Navigation System; Adaptive Cruise Control; Backup Camera; Premium Sound System; Sunroof; Lane Departure Warning,28.2,3762.5,35695.12,3.1
9C5KNBU0,Jetta,2017,Blue,Audi,Adaptive Cruise Control; Sunroof; Navigation System; Lane Departure Warning,18.2,2342.8,63152.65,4.0
P8LCXY7Q,Tundra,2013,Red,Mitsubishi,Navigation System; Sunroof; Bluetooth; Leather Seats; Blind Spot Monitoring,14.7,3084.4,58799.18,3.0
HG1Y3JNM,Challenger,2013,Gray,Suzuki,Blind Spot Monitoring; Bluetooth; Adaptive Cruise Control; Sunroof; Lane Departure Warning; Leather Seats; Premium Sound System,28.5,4572.5,51793.0,4.1
WI7MV8J7,CR-V,2011,Black,Audi,Bluetooth; Navigation System; Blind Spot Monitoring; Adaptive Cruise Control; Premium Sound System; Sunroof; Lane Departure Warning; Backup Camera; Leather Seats,17.5,3141.5,75193.73,4.5
C24YU02O,Yaris,2022,Orange,Mitsubishi,Lane Departure Warning; Navigation System; Leather Seats; Backup Camera,28.4,2388.3,77375.03,3.7
XZ6SWKTL,Bronco,2021,Orange,Chevrolet,Backup Camera,28.4,2560.6,58287.02,4.1
44WRN8PI,Crosstrek,2013,Green,Audi,Premium Sound System; Leather Seats; Lane Departure Warning; Bluetooth; Sunroof; Adaptive Cruise Control; Backup Camera; Blind Spot Monitoring,18.9,4423.6,76365.39,3.3
QAVB51DI,WRX,2020,Green,Audi,Premium Sound System; Bluetooth; Backup Camera; Sunroof; Blind Spot Monitoring; Adaptive Cruise Control; Lane Departure Warning; Navigation System; Leather Seats,12.0,2214.8,48448.28,5.0
HTA89JHF,Tundra,2013,Red,BMW,Navigation System; Backup Camera; Blind Spot Monitoring; Sunroof; Adaptive Cruise Control; Premium Sound System; Bluetooth; Leather Seats,22.8,1495.5,53705.75,3.4
4SNYWQIU,Fiesta,2010,Black,Audi,Navigation System; Sunroof,23.4,2969.2,44633.62,4.7
6GYJY23W,C-HR,2014,Silver,Mitsubishi,Premium Sound System; Backup Camera; Lane Departure Warning; Blind Spot Monitoring; Leather Seats; Sunroof; Bluetooth; Navigation System; Adaptive Cruise Control,14.5,4238.7,23276.21,4.6
S5VUROSJ,Odyssey,2015,Orange,BMW,Lane Departure Warning; Premium Sound System; Blind Spot Monitoring; Adaptive Cruise Control; Leather Seats,14.3,4397.9,63616.12,4.7
8L3TFPL4,Jetta,2018,Black,Chevrolet,Premium Sound System; Adaptive Cruise Control; Navigation System; Lane Departure Warning; Sunroof; Blind Spot Monitoring; Leather Seats,19.5,3225.3,63397.14,4.5
JWGONYR6,Forester,2020,Red,Suzuki,Blind Spot Monitoring; Leather Seats; Adaptive Cruise Control; Backup Camera; Bluetooth; Navigation System; Lane Departure Warning,15.7,3290.9,39764.0,3.1
HOMIG4XS,C-Class,2017,Black,Audi,Blind Spot Monitoring; Adaptive Cruise Control,23.4,4058.2,20185.74,4.2
HEC687GA,Yaris,2022,Orange,Audi,Lane Departure Warning; Leather Seats; Bluetooth,29.7,4724.7,74005.66,4.9
EGPTOKQ0,E-Class,2021,Orange,BMW,Premium Sound System; Lane Departure Warning; Backup Camera; Navigation System; Blind Spot Monitoring; Bluetooth,26.9,1753.5,45584.81,3.0
8AHLYYJ5,WRX,2015,Yellow,Suzuki,Sunroof; Lane Departure Warning; Premium Sound System; Backup Camera; Leather Seats; Navigation System; Adaptive Cruise Control; Bluetooth,13.9,2201.0,26480.59,4.0
6GP0TKOB,Jetta,2010,Black,Mitsubishi,Adaptive Cruise Control; Blind Spot Monitoring,25.5,4873.3,62069.14,4.4
DLERC80O,Rogue,2011,Orange,Mitsubishi,Sunroof; Backup Camera,16.0,4843.1,30887.75,3.2
ED2SQQUH,Charger,2010,Silver,Chevrolet,Lane Departure Warning; Sunroof; Backup Camera,29.8,2239.3,64739.4,3.2
Z3RDP69C,Focus,2011,Black,Rolls-Royce,Navigation System; Leather Seats,11.5,4167.1,59443.96,4.1
VRZOI1YS,Camry,2010,Green,Suzuki,Blind Spot Monitoring; Premium Sound System; Bluetooth; Adaptive Cruise Control; Sunroof; Backup Camera; Navigation System; Lane Departure Warning,25.3,2076.5,58635.5,3.4
8FU58NXJ,Insight,2022,Green,Rolls-Royce,Premium Sound System; Navigation System; Backup Camera; Leather Seats; Lane Departure Warning; Bluetooth; Blind Spot Monitoring; Sunroof,18.4,3971.0,78604.53,3.9
IDT5PBF9,Fusion,2021,Gray,BMW,Premium Sound System; Backup Camera; Sunroof; Lane Departure Warning; Adaptive Cruise Control; Navigation System; Leather Seats; Bluetooth; Blind Spot Monitoring,27.1,2046.9,72034.1,4.8
E60P4NQ4,Passat,2021,Orange,Chevrolet,Leather Seats; Blind Spot Monitoring; Backup Camera; Premium Sound System; Sunroof; Bluetooth; Navigation System; Lane Departure Warning,28.7,4324.9,49288.77,4.2
BTG4VISY,F-150,2021,Silver,Audi,Backup Camera; Blind Spot Monitoring; Adaptive Cruise Control; Lane Departure Warning; Leather Seats; Sunroof; Navigation System,17.1,3853.6,55631.08,3.9
RBH91FID,Land Cruiser,2021,Gray,BMW,Premium Sound System; Backup Camera,24.2,3073.9,26190.56,3.8
AF9DFIAL,5 Series,2016,White,Chevrolet,Premium Sound System; Blind Spot Monitoring; Leather Seats; Backup Camera,12.5,2498.8,36905.73,3.7
ON7SXRRU,Stinger,2013,Yellow,BMW,Lane Departure Warning,21.5,2556.5,79136.88,3.0
3LPZXMYA,Insight,2019,Silver,Mitsubishi,Premium Sound System; Navigation System,14.4,4024.0,52416.82,4.1
TMNU9Q9A,C-Class,2018,Silver,BMW,Adaptive Cruise Control; Sunroof; Premium Sound System; Blind Spot Monitoring; Bluetooth,14.5,4166.3,29122.35,4.7
JOLX72S1,Outback,2015,Gray,BMW,Navigation System; Lane Departure Warning; Backup Camera; Bluetooth; Sunroof; Blind Spot Monitoring; Premium Sound System; Adaptive Cruise Control; Leather Seats,18.0,2491.1,34079.47,4.9
QWRW93XR,Highlander,2020,Green,Chevrolet,Leather Seats; Adaptive Cruise Control; Backup Camera; Blind Spot Monitoring; Navigation System; Bluetooth; Premium Sound System; Lane Departure Warning; Sunroof,19.2,1503.2,62537.8,4.8
VYQSTG8Q,Insight,2019,Silver,Rolls-Royce,Blind Spot Monitoring; Navigation System; Adaptive Cruise Control; Sunroof; Backup Camera; Bluetooth; Premium Sound System; Lane Departure Warning,27.1,1944.9,76975.59,4.0
S2MIPIO0,Tundra,2019,Green,Chevrolet,Leather Seats; Navigation System; Blind Spot Monitoring; Lane Departure Warning; Sunroof; Backup Camera; Adaptive Cruise Control; Bluetooth; Premium Sound System,16.2,2169.8,52508.71,3.6
3GPUG3ZN,Leaf,2015,Yellow,Suzuki,Premium Sound System; Leather Seats; Blind Spot Monitoring,11.2,2811.7,33655.9,3.6
XQNBA249,E-Class,2013,Orange,Mitsubishi,Bluetooth; Backup Camera; Blind Spot Monitoring; Premium Sound System; Navigation System; Lane Departure Warning; Leather Seats; Adaptive Cruise Control; Sunroof,15.0,4213.9,40605.12,3.8
O7OEQAOW,Tundra,2012,Gray,Rolls-Royce,Lane Departure Warning; Bluetooth; Blind Spot Monitoring; Premium Sound System; Adaptive Cruise Control; Backup Camera; Leather Seats; Navigation System; Sunroof,25.0,4631.7,27672.35,4.8
80DJCMEU,X5,2011,Green,Rolls-Royce,Blind Spot Monitoring; Backup Camera; Lane Departure Warning; Sunroof; Leather Seats,14.5,2951.9,58885.17,4.6
Z5G8OFCV,Jetta,2022,Silver,Mitsubishi,Sunroof; Lane Departure Warning; Blind Spot Monitoring; Navigation System; Backup Camera; Leather Seats,24.9,3585.0,79193.76,3.4
8XY86UQK,Passat,2016,Gray,Audi,Bluetooth; Leather Seats; Sunroof; Lane Departure Warning; Backup Camera,24.6,1595.3,33898.76,4.5
X1ALLGUP,C-HR,2010,Yellow,BMW,Lane Departure Warning; Navigation System; Sunroof; Adaptive Cruise Control,12.1,2430.1,74878.81,4.0
8PLGMF1S,X5,2010,Black,Chevrolet,Backup Camera; Navigation System; Blind Spot Monitoring; Sunroof; Adaptive Cruise Control; Lane Departure Warning; Bluetooth; Leather Seats,29.2,2437.6,78593.67,4.8
JQ83AG5F,HR-V,2014,Gray,Suzuki,Backup Camera; Bluetooth; Navigation System; Blind Spot Monitoring; Sunroof; Adaptive Cruise Control; Lane Departure Warning; Premium Sound System; Leather Seats,11.4,3397.6,73195.27,4.8
WE6LY3C0,Wrangler,2014,White,BMW,Backup Camera; Blind Spot Monitoring; Leather Seats; Adaptive Cruise Control; Sunroof; Lane Departure Warning; Premium Sound System; Navigation System,24.2,2207.6,77775.2,4.6
ZWHH1IEM,Explorer,2021,Blue,Suzuki,Backup Camera,27.6,1997.3,76105.35,4.2
TR800P34,C-HR,2016,Black,BMW,Lane Departure Warning; Backup Camera; Adaptive Cruise Control; Premium Sound System; Bluetooth; Navigation System; Leather Seats; Blind Spot Monitoring; Sunroof,14.2,3984.9,40817.9,5.0
NJR4W4GO,C-HR,2022,Black,Suzuki,Blind Spot Monitoring,23.9,3332.1,56484.57,3.7
7UJBIA1D,Mustang,2021,Green,Suzuki,Leather Seats; Bluetooth; Lane Departure Warning; Adaptive Cruise Control; Premium Sound System; Backup Camera; Navigation System,17.0,3459.9,76470.62,3.6
LUBVBAC7,86,2022,Red,Audi,Premium Sound System,24.1,3189.6,64305.57,4.9
7AXNPIEZ,Sportage,2010,Red,Suzuki,Premium Sound System; Navigation System,23.5,3135.9,77873.89,4.9
ZT7L1PFX,Sportage,2020,Red,Rolls-Royce,Premium Sound System; Lane Departure Warning; Backup Camera,21.3,4005.0,56660.1,3.5
03B3OF0D,Atlas,2021,Yellow,Mitsubishi,Leather Seats; Adaptive Cruise Control; Navigation System; Sunroof; Backup Camera; Lane Departure Warning; Premium Sound System; Bluetooth,19.9,3178.9,45374.24,3.8
R3CDNLNF,GLE,2011,Red,BMW,Lane Departure Warning; Navigation System,24.7,2426.4,20003.29,4.9
4D9O3PSD,4Runner,2011,Silver,Suzuki,Backup Camera; Leather Seats; Sunroof; Blind Spot Monitoring,25.6,4461.2,75814.88,4.6
J2KPKAIY,Sorento,2020,Gray,Chevrolet,Adaptive Cruise Control; Navigation System; Backup Camera; Sunroof; Leather Seats; Premium Sound System; Lane Departure Warning; Blind Spot Monitoring; Bluetooth,11.6,1877.4,27304.61,3.4
E4BGBWQ7,Rogue,2010,Silver,BMW,Sunroof; Premium Sound System; Bluetooth; Blind Spot Monitoring; Backup Camera,10.8,2398.5,20055.06,4.7
7636X2HY,Q5,2020,Blue,Mitsubishi,Leather Seats; Sunroof; Adaptive Cruise Control; Bluetooth; Lane Departure Warning; Backup Camera,10.9,4989.4,62229.05,4.6
QRZ0IDJ0,Rogue,2013,Red,Audi,Adaptive Cruise Control; Sunroof,25.6,1958.1,74988.1,4.1
MTQ8Q6Q1,5 Series,2020,Blue,Chevrolet,Adaptive Cruise Control; Premium Sound System; Leather Seats; Blind Spot Monitoring; Lane Departure Warning,25.3,1781.5,78227.42,3.9
XGPI6Q9H,Compass,2019,Black,Chevrolet,Premium Sound System; Navigation System; Blind Spot Monitoring; Sunroof; Backup Camera; Adaptive Cruise Control; Bluetooth; Lane Departure Warning; Leather Seats,19.9,1450.2,25322.21,3.2
1AI4L7PH,Silverado,2017,Green,Suzuki,Adaptive Cruise Control; Lane Departure Warning; Navigation System; Sunroof; Blind Spot Monitoring,24.9,2499.9,20953.98,3.7
5HX3531E,Prius,2021,Gray,BMW,Adaptive Cruise Control; Navigation System; Backup Camera; Leather Seats; Sunroof; Lane Departure Warning,26.6,2164.9,23658.33,3.2
9FKZM9KH,Sienna,2011,Green,Rolls-Royce,Leather Seats; Adaptive Cruise Control; Backup Camera; Sunroof; Premium Sound System,26.6,1042.9,61658.34,4.5
